Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
1;1033641;Форма банка (без печати работодателя);Ремонт;1;0.14;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033661;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;37;29;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;15;3;0;3;3;9;0;0;0;0;0;0;0
1;1033681;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;0;0;высшее;менеджер среднего звена;< 50;0;27;45;Торговля;ООО;холост / не замужем;3;3;1;1;0;0.01;1;0;0;0;0;0;3;99;3;0;3;30;65;1;0;0;0;0;0;0
1;1033701;Поступление зарплаты на счет;Ремонт;0;0.27;мужской;0;0;высшее;специалист;>250;0;13;23;Другое;ООО;холост / не замужем;2;1;1;1;1;0.023255814;0;0;0;0;0.3333333333;1;2;42;3;1;0;12;48;1;0;0;0;0;0;0
1;1033721;Поступление зарплаты на счет;Другое;1;0.43;женский;1;0;среднее-специальное;менеджер среднего звена;>250;1;27;30;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.037037037;0;0;0;0;0.4;2;3;52;5;1;0;6;76;1;0;0;0;0;0;0
1;1033741;Форма банка (без печати работодателя);Ремонт;0;0.45;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;36;33;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0892857143;1;1;0;0;0.6;3;2;51;5;2;0;5;38;1;0;0;0;0;0;0
1;1033761;Форма банка (без печати работодателя);Ремонт;1;0.16;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033781;Поступление зарплаты на счет;Ремонт;0;0.55;женский;2;0;высшее;торговый представитель;>250;1;12;35;Другое;ООО;женат / замужем;0;0;0;0;0;0.0458715596;0;1;1;1;0.6;3;2;104;5;1;0;0;73;1;0;0;0;0;0;0
1;1033801;2НДФЛ;Ремонт;1;0.41;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033821;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;24;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033841;Поступление зарплаты на счет;Покупка автомобиля;0;0.56;мужской;0;0;высшее;специалист;>250;1;78;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033861;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;мужской;0;0;высшее;вспомогательный персонал;>250;0;25;54;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033881;2НДФЛ;Ремонт;1;0.35;мужской;0;0;высшее;менеджер высшего звена;< 50;0;8;27;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033901;Поступление зарплаты на счет;Ремонт;1;0.1;женский;0;0;высшее;специалист;>250;0;65;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033921;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033941;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.32;мужской;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1033961;2НДФЛ;Покупка бытовой техники;1;0.24;мужской;2;0;высшее;менеджер высшего звена;< 50;0;35;34;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;20;1;0;0;45;45;0;0;0;0;0;0;0
1;1033981;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;1;0;высшее;менеджер среднего звена;>250;0;41;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034001;Форма банка (без печати работодателя);Покупка автомобиля;0;0.12;женский;1;0;среднее-специальное;рабочий;>250;0;33;49;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034021;2НДФЛ;Ремонт;1;0.49;женский;1;0;высшее;рабочий;>250;0;101;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034041;Форма банка (без печати работодателя);Ремонт;0;0.4;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;175;52;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;14;2;0;1;12;12;0;0;0;0;0;0;0
1;1034061;Форма банка (без печати работодателя);Покупка автомобиля;0;0.47;мужской;1;0;незаконченное высшее;рабочий;< 50;0;6;35;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;7;54;7;0;2;40;110;0;0;0;0;0;0;0
1;1034081;Форма банка (без печати работодателя);Ремонт;0;0.26;мужской;1;0;высшее;менеджер высшего звена;< 50;0;38;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034101;2НДФЛ;Покупка автомобиля;1;0.54;женский;1;0;высшее;специалист;>250;0;126;42;Другое;ОАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;1;3;0;24;3;2;0;12;74;0;0;0;0;0;0;0
1;1034121;2НДФЛ;Ремонт;0;0.39;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;42;29;Другое;ОАО;холост / не замужем;1;1;0;0;0;0;0;1;1;1;0.4285714286;3;4;64;7;1;0;1;46;0;0;0;0;0;0;0
1;1034141;Форма банка (без печати работодателя);Ремонт;0;0.28;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;60;45;Торговля;ООО;женат / замужем;0;0;0;0;0;0.3181818182;0;0;0;0;0.3333333333;2;4;30;6;1;1;10;109;1;1;1;0;0;0;0
1;1034161;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;1;0;высшее;менеджер среднего звена;>250;0;117;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034181;Поступление зарплаты на счет;Ремонт;1;0.53;женский;0;0;высшее;специалист;>250;1;13;28;Информационные технологии;ООО;женат / замужем;1;1;0;0;0;0;0;1;0;0;0.75;3;1;28;4;0;0;4;60;0;0;0;0;0;0;0
1;1034201;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.45;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034221;Форма банка (без печати работодателя);Отпуск;0;0.49;мужской;0;0;высшее;менеджер по продажам;>250;0;33;36;Информационные технологии;Иная форма;женат / замужем;0;0;0;0;0;0.0377358491;1;0;0;0;0.5;2;0;51;2;1;0;14;38;1;0;0;0;0;0;0
1;1034241;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.59;женский;1;0;высшее;специалист;< 50;0;7;27;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034261;2НДФЛ;Покупка недвижимости/ строительство;0;0.54;мужской;0;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034281;Поступление зарплаты на счет;Покупка автомобиля;1;0.24;мужской;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034301;Поступление зарплаты на счет;Ремонт;1;0.33;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;88;30;Другое;ОАО;женат / замужем;0;0;0;0;0;0.0119047619;0;0;0;0;0.4;2;3;166;5;1;3;35;82;1;0;0;0;0;0;0
1;1034321;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;среднее-специальное;специалист;>250;0;18;42;Торговля;ООО;гражданский брак;0;0;0;0;0;0;0;2;0;0;0.6;3;2;90;5;2;0;3;57;0;0;0;0;0;0;0
1;1034341;Поступление зарплаты на счет;Ремонт;0;0.34;женский;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034361;Поступление зарплаты на счет;Покупка автомобиля;1;0.45;мужской;1;0;среднее-специальное;рабочий;>250;0;12;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034381;Поступление зарплаты на счет;Отпуск;0;0.28;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;55;43;Торговля;ООО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;1;1;0;12;1;1;0;12;12;0;0;0;0;0;0;0
1;1034401;Форма банка (без печати работодателя);Отпуск;0;0.26;женский;2;0;высшее;менеджер среднего звена;>250;0;81;41;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1612903226;1;0;0;0;0;1;0;26;1;1;0;92;92;1;0;0;0;0;0;0
1;1034421;2НДФЛ;Покупка автомобиля;1;0.46;женский;0;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034441;Поступление зарплаты на счет;Ремонт;1;0.16;мужской;1;0;высшее;специалист;>250;0;36;40;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;21;1;0;1;28;28;0;0;0;0;0;0;0
1;1034461;2НДФЛ;Ремонт;0;0.38;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034481;Поступление зарплаты на счет;Ремонт;1;0.34;женский;2;0;высшее;торговый представитель;>250;0;100;43;Другое;Иная форма;холост / не замужем;2;0;0;0;0;0;0;1;1;0;0.5;1;1;37;2;0;1;2;69;0;0;0;0;0;0;0
1;1034501;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.59;женский;1;0;среднее-специальное;вспомогательный персонал;>250;1;23;36;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034521;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;0;0;высшее;менеджер среднего звена;>250;0;148;32;Торговля;ООО;холост / не замужем;4;4;2;2;2;0.0273972603;1;1;0;0;0.5;4;2;71;6;2;0;3;85;1;0;0;0;0;0;0
1;1034541;2НДФЛ;Ремонт;1;0.36;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034561;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.43;мужской;0;0;высшее;менеджер среднего звена;< 50;0;7;28;Юридические услуги;ОАО;повторный брак;4;2;1;0;0;0;0;0;0;0;0.8;4;1;59;5;1;0;5;61;0;0;0;0;0;0;0
1;1034581;Форма банка (без печати работодателя);Ремонт;1;0.39;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;95;34;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1333333333;1;0;0;0;0.6;3;2;117;5;1;1;9;72;1;1;0;0;0;0;0
1;1034601;2НДФЛ;Ремонт;1;0.08;мужской;1;0;высшее;менеджер высшего звена;< 50;0;17;34;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034621;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;0;0;высшее;вспомогательный персонал;>250;0;24;32;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.75;4;0;68;4;2;0;16;22;0;0;0;0;0;0;0
1;1034641;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.43;женский;1;0;среднее;вспомогательный персонал;>250;0;11;43;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1;1034661;2НДФЛ;Покупка автомобиля;1;0.36;мужской;0;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034681;Форма банка (без печати работодателя);Ремонт;1;0.58;мужской;0;0;высшее;специалист;>250;0;34;43;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034701;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;1;112;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034721;2НДФЛ;Покупка автомобиля;1;0.49;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;3;31;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034741;Свободная форма с печатью работодателя;Ремонт;1;0.48;женский;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034761;2НДФЛ;Ремонт;1;0.52;женский;0;0;высшее;специалист;< 50;0;19;47;Другое;ООО;женат / замужем;1;1;0;0;0;0.2983870968;1;0;0;0;0.2;1;4;87;5;1;2;7;90;1;0;0;0;0;0;0
1;1034781;Поступление зарплаты на счет;Покупка автомобиля;1;0.34;женский;0;0;высшее;специалист;>250;0;73;27;Торговля;ЗАО;холост / не замужем;1;0;0;0;0;0;1;1;0;0;0.3333333333;1;2;29;3;0;0;5;31;0;0;0;0;0;0;0
1;1034801;Форма банка (без печати работодателя);Ремонт;1;0.18;женский;0;0;высшее;менеджер высшего звена;< 50;0;27;56;Другое;ООО;женат / замужем;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
1;1034821;Поступление зарплаты на счет;Другое;1;0.52;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;91;36;Другое;Иная форма;холост / не замужем;1;0;0;0;0;0.0836012862;0;0;0;0;0.5;5;5;285;10;1;4;16;85;1;0;0;0;0;0;0
1;1034841;Поступление зарплаты на счет;Ремонт;1;0.45;женский;0;0;среднее;специалист;>250;1;242;47;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1;1034861;Форма банка (без печати работодателя);Ремонт;0;0.13;мужской;1;0;высшее;менеджер высшего звена;< 50;0;79;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034881;Поступление зарплаты на счет;Ремонт;1;0.54;женский;0;0;высшее;специалист;>250;0;9;32;Информационные технологии;ОАО;разведен / разведена;2;2;1;1;1;0.0382165605;0;0;0;0;0.7142857143;5;2;151;7;1;0;9;71;1;1;1;1;0;0;0
1;1034901;Форма банка (без печати работодателя);Покупка автомобиля;1;0.41;мужской;1;0;высшее;специалист;>250;0;135;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034921;Форма банка (без печати работодателя);Покупка автомобиля;0;0.14;мужской;0;0;второе высшее;специалист;>250;0;13;24;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034941;2НДФЛ;Ремонт;1;0.39;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;35;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034961;Поступление зарплаты на счет;Ремонт;1;0.51;мужской;0;0;высшее;специалист;>250;1;88;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1034981;Форма банка (без печати работодателя);Другое;0;0.17;женский;0;0;высшее;специалист;>250;0;8;29;Торговля;ОАО;разведен / разведена;1;0;0;0;0;0.0740740741;0;0;0;0;0;0;3;50;3;0;1;10;87;1;0;0;0;0;0;0
1;1035001;Форма банка (без печати работодателя);Покупка автомобиля;1;0.25;мужской;2;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035021;Поступление зарплаты на счет;Покупка автомобиля;0;0.35;мужской;2;0;среднее-специальное;менеджер среднего звена;>250;0;177;35;Торговля;ОАО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035041;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;0;63;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035061;2НДФЛ;Покупка недвижимости/ строительство;0;0.43;мужской;1;0;высшее;вспомогательный персонал;>250;0;7;34;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;33;2;1;1;12;33;0;0;0;0;0;0;0
1;1035081;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;0;0;Неполное среднее;вспомогательный персонал;>250;0;51;60;Торговля;ООО;женат / замужем;1;1;1;1;1;0.1764705882;0;1;0;0;1;2;0;14;2;1;0;3;27;1;0;0;0;0;0;0
1;1035101;Форма банка (без печати работодателя);Ремонт;0;0.28;мужской;0;0;высшее;специалист;>250;0;63;55;Торговля;ООО;женат / замужем;1;1;0;0;0;0.08;1;2;0;0;0.5;3;3;92;6;2;2;3;105;1;0;0;0;0;0;0
1;1035121;2НДФЛ;Ремонт;1;0.2;мужской;0;0;второе высшее;специалист;>250;1;13;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035141;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.26;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;150;52;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035161;Поступление зарплаты на счет;Другое;1;0.2;мужской;0;0;высшее;специалист;>250;0;9;26;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035181;2НДФЛ;Покупка автомобиля;1;0.57;женский;1;0;высшее;рабочий;>250;0;217;37;Другое;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1;1035201;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.4;мужской;1;0;среднее-специальное;рабочий;>250;0;72;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035221;Поступление зарплаты на счет;Другое;0;0.52;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;23;30;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0263157895;0;0;0;0;0.1818181818;2;9;222;11;1;1;9;83;1;0;0;0;0;0;0
1;1035241;Форма банка (без печати работодателя);Ремонт;0;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;58;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035261;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;98;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035281;Поступление зарплаты на счет;Покупка автомобиля;1;0.48;мужской;1;0;высшее;менеджер среднего звена;>250;0;52;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0540540541;0;0;0;0;0.5;2;2;35;4;1;1;19;59;1;0;0;0;0;0;0
1;1035301;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.47;мужской;3;0;среднее-специальное;рабочий;>250;1;19;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035321;2НДФЛ;Ремонт;1;0.44;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;80;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035341;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;8;36;Информационные технологии;Иная форма;женат / замужем;2;2;0;0;0;0;0;1;1;1;0.6666666667;2;1;51;3;1;1;1;46;0;0;0;0;0;0;0
1;1035361;Поступление зарплаты на счет;Ремонт;0;0.2;женский;0;0;высшее;специалист;>250;0;119;41;Информационные технологии;ООО;холост / не замужем;1;1;0;0;0;0.0113636364;1;0;0;0;0.5;2;0;87;2;1;0;71;83;1;0;0;0;0;0;0
1;1035381;Поступление зарплаты на счет;Ремонт;1;0.53;женский;0;0;высшее;менеджер среднего звена;>250;0;174;47;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.1794871795;0;1;0;0;0.1538461538;2;11;160;13;0;7;5;108;1;0;0;0;0;0;0
1;1035401;2НДФЛ;Покупка автомобиля;1;0.18;мужской;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035421;2НДФЛ;Ремонт;0;0.29;женский;0;0;высшее;специалист;>250;3;16;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035441;2НДФЛ;Ремонт;1;0.31;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;31;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035461;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;незаконченное высшее;менеджер среднего звена;>250;0;7;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035481;Свободная форма с печатью работодателя;Ремонт;0;0.24;мужской;0;0;высшее;рабочий;>250;3;6;31;Информационные технологии;ЗАО;холост / не замужем;2;2;1;1;1;0;0;1;1;1;1;1;0;2;1;1;0;1;1;0;0;0;0;0;0;0
1;1035501;2НДФЛ;Ремонт;0;0.32;мужской;0;0;высшее;специалист;>250;3;48;45;Информационные технологии;ОАО;холост / не замужем;5;5;5;4;3;0;0;1;1;1;0.5714285714;4;3;57;7;1;0;0;87;0;0;0;0;0;0;0
1;1035521;2НДФЛ;Покупка автомобиля;1;0.34;мужской;1;0;высшее;специалист;>250;1;171;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035541;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;173;48;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;101;2;0;0;94;98;0;0;0;0;0;0;0
1;1035561;Поступление зарплаты на счет;Другое;1;0.59;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035581;Поступление зарплаты на счет;Покупка автомобиля;0;0.49;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;6;29;Торговля;ООО;женат / замужем;1;1;1;0;0;0.1627906977;1;1;0;0;0.5;2;2;36;4;1;0;4;86;1;1;1;1;0;0;0
1;1035601;Форма банка (без печати работодателя);Другое;1;0.47;мужской;1;0;второе высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035621;Форма банка (без печати работодателя);Ремонт;0;0.12;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;33;32;Торговля;ООО;холост / не замужем;2;2;0;0;0;0.1219512195;0;1;1;1;0.6;3;2;36;5;1;1;1;49;1;1;1;1;0;0;1
1;1035641;Поступление зарплаты на счет;Покупка автомобиля;1;0.46;женский;1;0;высшее;специалист;>250;1;6;41;Торговля;ООО;женат / замужем;2;0;0;0;0;0.1081081081;1;0;0;0;0.375;3;5;99;8;3;3;8;92;1;0;0;0;0;0;0
1;1035661;2НДФЛ;Отпуск;1;0.28;мужской;1;0;высшее;менеджер среднего звена;>250;3;281;53;Другое;ОАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;13;1;0;0;26;26;0;0;0;0;0;0;0
1;1035681;Поступление зарплаты на счет;Ремонт;0;0.37;женский;1;0;высшее;вспомогательный персонал;>250;1;6;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035701;Форма банка (без печати работодателя);Ремонт;1;0.46;мужской;1;0;среднее-специальное;рабочий;>250;0;156;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035721;Поступление зарплаты на счет;Ремонт;0;0.45;женский;0;0;среднее;вспомогательный персонал;>250;0;33;28;Торговля;ООО;женат / замужем;2;2;0;0;0;0;0;1;1;1;0.5;1;1;20;2;1;1;1;20;0;0;0;0;0;0;0
1;1035741;Форма банка (без печати работодателя);Покупка мебели;0;0.13;женский;1;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035761;Форма банка (без печати работодателя);Обучение;1;0.43;женский;0;0;высшее;специалист;>250;0;26;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035781;Поступление зарплаты на счет;Другое;0;0.33;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;6;25;Торговля;ООО;женат / замужем;3;2;1;1;1;0;0;0;0;0;0.5;1;1;27;2;1;0;17;24;0;0;0;0;0;0;0
1;1035801;Поступление зарплаты на счет;Покупка бытовой техники;1;0.27;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035821;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;среднее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035841;Поступление зарплаты на счет;Ремонт;0;0.34;женский;0;0;высшее;вспомогательный персонал;>250;1;25;40;Торговля;ООО;холост / не замужем;5;3;1;0;0;0;0;1;1;1;0.4166666667;5;7;108;12;1;2;0;46;0;0;0;0;0;0;0
1;1035861;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;0;0;высшее;менеджер среднего звена;>250;0;76;28;Другое;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035881;Поступление зарплаты на счет;Ремонт;0;0.23;мужской;1;0;высшее;менеджер высшего звена;>250;3;53;43;Торговля;ООО;разведен / разведена;2;2;2;0;0;0;0;0;0;0;0.3333333333;1;2;35;3;0;0;13;112;0;0;0;0;0;0;0
1;1035901;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035921;Форма банка (без печати работодателя);Обучение;1;0.39;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035941;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;3;9;30;Другое;ЗАО;холост / не замужем;3;3;3;3;3;0.0188679245;0;1;0;0;0.8;4;1;52;5;2;0;4;22;1;0;0;0;0;0;0
1;1035961;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1035981;Форма банка (без печати работодателя);Ремонт;1;0.5;женский;0;0;второе высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1036001;Поступление зарплаты на счет;Отпуск;1;0.25;мужской;2;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1036021;Поступление зарплаты на счет;Отпуск;0;0.17;женский;2;0;высшее;специалист;>250;1;18;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1036041;Свободная форма с печатью работодателя;Покупка мебели;1;0.27;мужской;1;0;высшее;специалист;>250;0;6;30;Информационные технологии;ЗАО;разведен / разведена;2;2;2;2;2;0;0;0;0;0;0.6666666667;4;2;60;6;0;0;6;38;0;0;0;0;0;0;0
