Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
1;1093261;Поступление зарплаты на счет;Ремонт;1;0.22;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093281;Поступление зарплаты на счет;Покупка мебели;1;0.27;мужской;1;0;незаконченное высшее;торговый представитель;>250;3;35;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093301;2НДФЛ;Ремонт;1;0.26;мужской;2;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093321;Форма банка (без печати работодателя);Другое;1;0.46;мужской;0;0;высшее;вспомогательный персонал;>250;0;107;29;Другое;ОАО;холост / не замужем;0;0;0;0;0;0.1176470588;0;1;1;1;0.25;1;3;30;4;0;0;0;74;1;0;0;0;0;0;0
1;1093341;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;1;392;55;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093361;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;0;0;высшее;специалист;>250;0;21;49;Торговля;ООО;холост / не замужем;5;3;0;0;0;0.0454545455;0;1;1;0;0.7272727273;8;3;84;11;4;0;2;16;1;0;0;0;0;0;0
1;1093381;Форма банка (без печати работодателя);Ремонт;1;0.43;женский;0;0;высшее;менеджер среднего звена;>250;0;56;45;Торговля;ООО;холост / не замужем;3;3;3;1;1;0.0223463687;1;0;0;0;0.5;4;4;175;8;1;0;16;68;1;0;0;0;0;0;0
1;1093401;Форма банка (без печати работодателя);Ремонт;1;0.26;мужской;1;0;незаконченное высшее;менеджер высшего звена;< 50;0;118;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093421;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;мужской;0;0;среднее-специальное;рабочий;>250;1;139;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093441;Форма банка (без печати работодателя);Ремонт;1;0.36;женский;0;0;высшее;специалист;>250;0;46;40;Другое;ООО;женат / замужем;1;0;0;0;0;0;0;1;1;1;0.5;3;3;58;6;2;0;0;36;0;0;0;0;0;0;0
1;1093461;Форма банка (без печати работодателя);Покупка автомобиля;1;0.12;мужской;0;0;высшее;специалист;>250;0;13;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093481;Поступление зарплаты на счет;Обучение;1;0.32;женский;0;0;среднее-специальное;рабочий;>250;0;315;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093501;Форма банка (без печати работодателя);Ремонт;1;0.5;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093521;2НДФЛ;Ремонт;1;0.26;мужской;0;0;высшее;специалист;>250;0;30;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093541;2НДФЛ;Ремонт;0;0.44;женский;0;0;высшее;специалист;>250;1;258;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093561;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;123;44;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093581;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;менеджер среднего звена;>250;0;64;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093601;Свободная форма с печатью работодателя;Ремонт;1;0.41;женский;0;0;высшее;менеджер среднего звена;< 50;0;31;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093621;2НДФЛ;Ремонт;1;0.33;мужской;0;0;высшее;специалист;< 50;0;7;45;Информационные технологии;ООО;холост / не замужем;9;9;6;6;6;0.0420168067;1;0;0;0;0.125;1;7;114;8;1;0;11;73;1;1;1;1;0;0;1
1;1093641;Поступление зарплаты на счет;Лечение;1;0.38;мужской;0;0;среднее-специальное;специалист;>250;1;36;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093661;2НДФЛ;Обучение;0;0.24;женский;2;0;высшее;специалист;>250;0;15;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093681;2НДФЛ;Ремонт;1;0.45;мужской;0;0;высшее;рабочий;>250;3;77;27;Другое;ОАО;женат / замужем;3;3;3;2;1;0.2692307692;0;0;0;0;0.5;2;2;76;4;1;0;7;96;1;1;1;1;0;0;0
1;1093701;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;среднее-специальное;рабочий;>250;0;147;57;Другое;ОАО;женат / замужем;1;0;0;0;0;0.0095238095;1;0;0;0;0.3333333333;3;6;104;9;3;1;19;83;1;0;0;0;0;0;0
1;1093721;Форма банка (без печати работодателя);Покупка автомобиля;0;0.46;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093741;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;0;0;высшее;менеджер среднего звена;>250;0;14;27;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.4247787611;0;0;0;0;0.1428571429;1;6;65;7;0;1;29;77;1;1;1;1;1;0;0
1;1093761;Форма банка (без печати работодателя);Ремонт;1;0.44;женский;1;0;высшее;менеджер высшего звена;< 50;0;33;35;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093781;Свободная форма с печатью работодателя;Ремонт;0;0.44;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;36;33;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093801;Форма банка (без печати работодателя);Покупка автомобиля;1;0.41;мужской;1;0;среднее-специальное;специалист;>250;0;82;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093821;;Покупка автомобиля;0;;женский;0;0;высшее;другое;;1;81;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093841;2НДФЛ;Покупка недвижимости/ строительство;1;0.38;женский;1;0;среднее-специальное;вспомогательный персонал;>250;3;48;47;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093861;Форма банка (без печати работодателя);Отпуск;1;0.42;мужской;1;0;высшее;рабочий;>250;0;55;36;Другое;ООО;женат / замужем;2;2;1;1;1;0;0;0;0;0;1;4;0;81;4;2;0;13;37;0;0;0;0;0;0;0
1;1093881;Поступление зарплаты на счет;Покупка автомобиля;0;0.54;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093901;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;48;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.4285714286;0;0;0;0;0;0;1;20;1;0;1;38;38;1;0;0;0;1;0;0
1;1093921;Поступление зарплаты на счет;Покупка автомобиля;0;0.32;мужской;1;0;среднее-специальное;специалист;>250;0;20;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1093941;2НДФЛ;Обучение;1;0.36;мужской;1;0;высшее;рабочий;>250;0;9;31;Торговля;ООО;женат / замужем;3;3;0;0;0;0;0;3;2;2;0.6;3;2;17;5;0;0;0;44;0;0;0;0;0;0;0
1;1093961;2НДФЛ;Ремонт;0;0.51;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;8;28;Информационные технологии;ООО;холост / не замужем;3;1;0;0;0;0;1;0;0;0;0.3076923077;4;9;90;13;2;0;6;70;0;0;0;0;0;0;0
1;1093981;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.38;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094001;2НДФЛ;Покупка автомобиля;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;3;18;26;Другое;ЗАО;холост / не замужем;3;1;1;1;1;0.0519480519;0;2;2;2;0.4;4;6;73;10;2;0;0;78;1;0;0;0;0;0;0
1;1094021;2НДФЛ;Ремонт;1;0.45;женский;0;0;среднее-специальное;рабочий;>250;3;311;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094041;Поступление зарплаты на счет;Ремонт;0;0.32;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094061;Форма банка (без печати работодателя);Ремонт;0;0.36;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094081;Форма банка (без печати работодателя);Покупка автомобиля;1;0.27;женский;0;0;высшее;менеджер по продажам;>250;0;16;37;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;24;2;0;0;19;26;0;0;0;0;0;0;0
1;1094101;Форма банка (без печати работодателя);Ремонт;1;0.29;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094121;Поступление зарплаты на счет;Ремонт;1;0.51;мужской;0;0;высшее;вспомогательный персонал;>250;0;66;50;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094141;Форма банка (без печати работодателя);Ремонт;1;0.14;мужской;0;0;среднее-специальное;рабочий;>250;0;48;49;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094161;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.18;мужской;0;0;высшее;менеджер высшего звена;< 50;0;43;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094181;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;высшее;специалист;>250;0;21;23;Другое;ООО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;1;1;0;8;1;0;0;8;8;0;0;0;0;0;0;0
1;1094201;Поступление зарплаты на счет;Отпуск;1;0.18;мужской;1;0;среднее-специальное;специалист;>250;0;26;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094221;Поступление зарплаты на счет;Ремонт;0;0.18;женский;0;0;высшее;специалист;>250;0;58;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094241;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;0;0;высшее;специалист;< 50;0;23;28;Торговля;ООО;холост / не замужем;4;4;4;3;3;0;0;0;0;0;1;1;0;8;1;0;0;6;6;0;0;0;0;0;0;0
1;1094261;Поступление зарплаты на счет;Ремонт;1;0.45;женский;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094281;Форма банка (без печати работодателя);Ремонт;1;0.41;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094301;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;81;42;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0257425743;1;1;0;0;0.48;12;13;492;25;4;3;4;113;1;0;0;0;0;0;0
1;1094321;2НДФЛ;Ремонт;0;0.58;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094341;Свободная форма с печатью работодателя;Ремонт;1;0.47;мужской;2;0;второе высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094361;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;1;0;высшее;менеджер высшего звена;< 50;0;68;42;Торговля;ООО;женат / замужем;2;2;1;0;0;0.0275229358;0;0;0;0;0.2857142857;2;5;106;7;1;0;17;37;1;0;0;0;0;0;0
1;1094381;Форма банка (без печати работодателя);Ремонт;1;0.18;мужской;0;0;высшее;другое;>250;0;100;28;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094401;Свободная форма с печатью работодателя;Ремонт;1;0.56;мужской;1;0;высшее;менеджер высшего звена;< 50;0;30;40;Другое;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.3;3;7;183;10;0;2;7;80;0;0;0;0;0;0;0
1;1094421;2НДФЛ;Ремонт;0;0.24;мужской;1;0;незаконченное высшее;менеджер среднего звена;>250;1;244;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094441;Форма банка (без печати работодателя);Ремонт;1;0.28;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;18;35;Информационные технологии;ООО;женат / замужем;2;1;1;0;0;0.01;0;0;0;0;0.3846153846;5;8;198;13;2;0;6;84;1;0;0;0;0;0;0
1;1094461;2НДФЛ;Покупка автомобиля;1;0.53;женский;2;0;среднее-специальное;рабочий;>250;3;173;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094481;2НДФЛ;Отпуск;1;0.44;мужской;0;0;незаконченное высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094501;Форма банка (без печати работодателя);Ремонт;1;0.28;женский;0;0;высшее;специалист;>250;0;83;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094521;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;41;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094541;Поступление зарплаты на счет;Ремонт;1;0.5;мужской;2;0;среднее-специальное;рабочий;>250;1;81;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094561;Форма банка (без печати работодателя);Покупка мебели;1;0.49;женский;1;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094581;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.31;мужской;1;0;высшее;менеджер среднего звена;< 50;0;52;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094601;Поступление зарплаты на счет;Покупка автомобиля;0;0.51;мужской;2;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094621;Поступление зарплаты на счет;Ремонт;0;0.48;женский;0;0;высшее;специалист;>250;1;19;28;Торговля;ООО;холост / не замужем;3;3;1;1;0;0.0069444444;0;2;1;1;0.375;3;5;143;8;0;0;1;85;1;0;0;0;0;0;0
1;1094641;2НДФЛ;Другое;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094661;Поступление зарплаты на счет;Ремонт;0;0.59;женский;0;0;высшее;специалист;>250;0;86;48;Торговля;ООО;гражданский брак;1;0;0;0;0;0.0373134328;0;0;0;0;0.3333333333;1;2;129;3;0;1;66;92;1;0;0;0;0;0;0
1;1094681;Форма банка (без печати работодателя);Отпуск;0;0.2;мужской;0;0;высшее;специалист;>250;0;66;27;Торговля;ООО;женат / замужем;0;0;0;0;0;0.11;0;1;1;0;0.4285714286;3;4;89;7;0;0;2;72;1;1;0;0;0;0;0
1;1094701;Поступление зарплаты на счет;Ремонт;0;0.18;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094721;2НДФЛ;Покупка автомобиля;1;0.42;мужской;0;0;среднее-специальное;рабочий;>250;0;200;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094741;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;0;0;среднее-специальное;менеджер высшего звена;< 50;0;121;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094761;Форма банка (без печати работодателя);Ремонт;0;0.19;мужской;1;0;высшее;специалист;< 50;0;28;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094781;Форма банка (без печати работодателя);Ремонт;1;0.18;мужской;0;0;среднее-специальное;рабочий;>250;0;178;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094801;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.39;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;189;42;Другое;ОАО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0;0;4;77;4;0;1;40;94;0;0;0;0;0;0;0
1;1094821;Форма банка (без печати работодателя);Ремонт;0;0.1;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;192;36;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094841;Поступление зарплаты на счет;Ремонт;0;0.54;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094861;Свободная форма с печатью работодателя;Ремонт;0;0.4;женский;3;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094881;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.44;мужской;0;0;высшее;менеджер среднего звена;>250;0;12;47;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;2;21;2;0;0;60;75;0;0;0;0;0;0;0
1;1094901;Поступление зарплаты на счет;Отпуск;1;0.25;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;48;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094921;Форма банка (без печати работодателя);Покупка автомобиля;1;0.44;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094941;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.33;женский;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1094961;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.29;женский;1;0;высшее;менеджер среднего звена;< 50;0;61;48;Торговля;ООО;женат / замужем;3;3;2;2;2;0.0161290323;1;0;0;0;0.2857142857;2;5;122;7;1;3;11;66;1;0;0;0;0;0;0
1;1094981;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;высшее;рабочий;>250;0;30;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095001;2НДФЛ;Ремонт;1;0.32;женский;1;0;высшее;вспомогательный персонал;>250;0;43;36;Торговля;ОАО;женат / замужем;1;1;1;0;0;0;0;1;1;1;0.8;4;1;33;5;2;0;0;35;0;0;0;0;0;0;0
1;1095021;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;0;0;высшее;менеджер высшего звена;< 50;0;18;43;Торговля;ООО;разведен / разведена;3;2;1;1;1;0.0173160173;0;0;0;0;0.5555555556;5;4;227;9;2;0;10;63;1;0;0;0;0;0;0
1;1095041;Форма банка (без печати работодателя);Ремонт;1;0.2;женский;1;0;высшее;менеджер высшего звена;< 50;0;43;28;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1;1095061;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.54;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095081;Форма банка (без печати работодателя);Ремонт;1;0.44;мужской;0;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095101;Форма банка (без печати работодателя);Ремонт;0;0.35;мужской;0;0;высшее;рабочий;>250;0;72;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095121;2НДФЛ;Ремонт;1;0.34;женский;1;0;высшее;менеджер по продажам;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095141;2НДФЛ;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;49;37;Торговля;ЗАО;холост / не замужем;2;2;1;1;1;0.103960396;0;0;0;0;0.3636363636;4;7;181;11;2;0;21;109;1;0;0;0;0;0;0
1;1095161;2НДФЛ;Ремонт;1;0.21;женский;2;0;высшее;менеджер высшего звена;< 50;0;138;44;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095181;Поступление зарплаты на счет;Ремонт;1;0.31;мужской;1;0;высшее;рабочий;>250;0;172;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095201;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;67;29;Другое;ОАО;женат / замужем;3;2;2;1;1;0.2176470588;1;0;0;0;0.3333333333;3;6;133;9;3;3;18;98;1;0;0;0;0;0;0
1;1095221;Форма банка (без печати работодателя);Лечение;1;0.32;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;213;52;Торговля;ОАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.2857142857;2;5;136;7;1;3;19;110;0;0;0;0;0;0;0
1;1095241;Поступление зарплаты на счет;Ремонт;1;0.42;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;156;43;Другое;ООО;женат / замужем;2;1;1;0;0;0.03;0;1;0;0;0.6;3;2;97;5;1;0;4;56;1;0;0;0;0;0;0
1;1095261;Форма банка (без печати работодателя);Ремонт;0;0.24;мужской;0;0;высшее;специалист;< 50;0;130;53;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095281;Свободная форма с печатью работодателя;Покупка земли;0;0.59;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095301;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.52;мужской;1;0;незаконченное высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095321;2НДФЛ;Покупка автомобиля;0;0.35;мужской;1;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095341;2НДФЛ;Ремонт;0;0.56;женский;1;0;высшее;менеджер среднего звена;>250;1;55;30;Другое;Иная форма;женат / замужем;1;0;0;0;0;0.0523255814;0;0;0;0;0.3;3;7;163;10;1;3;11;76;1;1;0;0;0;0;0
1;1095361;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;2;0;среднее-специальное;рабочий;>250;1;223;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095381;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095401;Форма банка (без печати работодателя);Другое;0;0.46;мужской;1;0;высшее;специалист;>250;0;73;28;Другое;ООО;женат / замужем;4;3;1;1;1;0.0163265306;1;1;1;0;0.4615384615;6;7;241;13;3;0;2;75;1;0;0;0;0;0;0
1;1095421;Форма банка (без печати работодателя);Ремонт;0;0.13;мужской;1;0;высшее;менеджер высшего звена;< 50;0;31;41;Другое;Иная форма;женат / замужем;1;0;0;0;0;0.0476190476;1;0;0;0;0.3333333333;1;2;40;3;0;0;22;88;1;0;0;0;0;0;0
1;1095441;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.45;мужской;0;0;высшее;менеджер высшего звена;< 50;0;258;62;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;27;1;0;0;26;26;0;0;0;0;0;0;0
1;1095461;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.27;мужской;0;0;высшее;специалист;>250;0;7;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095481;2НДФЛ;Ремонт;1;0.59;женский;2;0;среднее-специальное;специалист;>250;1;10;39;Торговля;ООО;разведен / разведена;3;1;1;1;1;0.0165289256;0;0;0;0;0.25;3;9;119;12;1;1;6;84;1;0;0;0;0;0;0
1;1095501;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.44;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;53;34;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.4444444444;4;5;141;9;3;0;7;108;0;0;0;0;0;0;0
1;1095521;2НДФЛ;Покупка автомобиля;0;0.37;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095541;Форма банка (без печати работодателя);Отпуск;1;0.33;мужской;0;0;второе высшее;менеджер высшего звена;>250;0;86;39;Другое;ООО;повторный брак;1;1;0;0;0;0.0219435737;1;0;0;0;0.25;4;8;312;12;3;3;11;103;1;0;0;0;0;0;0
1;1095561;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.48;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;256;47;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;4;2;69;6;3;0;19;99;0;0;0;0;0;0;0
1;1095581;Форма банка (без печати работодателя);Покупка мебели;0;0.41;женский;1;0;высшее;менеджер среднего звена;>250;0;21;42;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095601;Поступление зарплаты на счет;Отпуск;0;0.42;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095621;Форма банка (без печати работодателя);Отпуск;0;0.25;женский;1;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095641;2НДФЛ;Покупка недвижимости/ строительство;1;0.52;мужской;2;0;среднее-специальное;рабочий;>250;3;214;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095661;Свободная форма с печатью работодателя;Ремонт;1;0.36;мужской;1;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095681;Поступление зарплаты на счет;Ремонт;0;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;40;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095701;Форма банка (без печати работодателя);Ремонт;0;0.42;мужской;2;0;высшее;менеджер по продажам;>250;0;119;34;Торговля;ООО;женат / замужем;2;0;0;0;0;0;1;0;0;0;0.25;2;6;70;8;2;0;6;67;0;0;0;0;0;0;0
1;1095721;2НДФЛ;Покупка автомобиля;1;0.3;мужской;2;0;высшее;менеджер среднего звена;>250;0;25;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1095741;Поступление зарплаты на счет;Ремонт;1;0.37;женский;0;0;высшее;вспомогательный персонал;>250;0;71;36;Торговля;ООО;гражданский брак;1;1;1;0;0;0.0833333333;0;0;0;0;0;0;2;11;2;0;0;88;88;1;0;0;0;0;0;0
